dataset,variant,final_accuracy,final_precision,final_recall,final_f1,final_auc,phase1_accuracy,phase1_precision,phase1_recall,phase1_f1,phase1_auc,training_time_s
xor_3d,staged_FullIsing,0.6125,0.59375,0.7125,0.6477272727272727,0.6528124999999999,0.5,0.5,1.0,0.6666666666666666,0.5393749999999999,465.3605270999833
xor_3d,baseline_FullIsing,0.6125,0.6097560975609756,0.625,0.6172839506172839,0.66390625,0.56875,0.6571428571428571,0.2875,0.4,0.63453125,406.959010999999
xor_3d,staged_Net1L,0.79375,0.9795918367346939,0.6,0.7441860465116279,0.97171875,0.5,0.5,1.0,0.6666666666666666,0.5384375,2271.590858199983
xor_3d,baseline_Net1L,0.8875,0.9558823529411765,0.8125,0.8783783783783784,0.973125,0.86875,0.8734177215189873,0.8625,0.8679245283018868,0.92578125,1950.192441399966
