xor_dim,x1F,x2F,x3F,x4F,10,20,30,40,50
1D,0.59,0.4325,0.44,0.46249999999999997,0.5625,0.71,0.9,0.9875,0.995
2D,0.894375,0.8925000000000001,0.89375,0.8931250000000001,0.8912500000000001,0.871875,0.849375,0.8193750000000001,0.7943749999999999
3D,0.44953125,0.516875,0.51734375,0.52671875,0.46265625,0.5875,0.6381249999999999,0.6495312499999999,0.6456250000000001
4D,0.6193359375,0.6887500000000001,0.7211328124999999,0.6778125,0.6877734375000001,0.6915234374999999,0.6942578125,0.6934375000000002,0.6784375
5D,0.462333984375,0.46195312499999996,0.46060546875,0.469736328125,0.46195312499999996,0.469736328125,0.48551757812499996,0.5004101562500001,0.541357421875
6D,0.5100378417968751,0.57935546875,0.55966552734375,0.5795056152343749,0.509552001953125,0.5901171875,0.5055688476562501,0.49015869140625,0.497591552734375
