xor_dim,x1F,x2F,x3F,x4F,10,20,30,40,50
1D,27.241237780021038,26.672231180011295,27.359623494034167,28.055167004989926,56.33258789399406,43.14853707305156,96.69931159797125,80.61187320103636,188.77868006500648
2D,130.96875046700006,122.21106237999629,90.41731534397695,74.8405550569878,87.71651691704756,100.94588934700005,132.233341691026,162.75264200998936,180.88578808499733
3D,108.77679067500867,116.98107542499201,125.50961200596066,136.682125161984,129.21623087499756,169.12308961100644,222.54595505201723,291.48152888397453,375.64380842103856
4D,219.2310117210145,241.7039576699608,266.8660418719519,296.33709504897706,255.25213629199425,329.1034913379699,429.2246178559726,559.3705013219733,715.3447745289886
5D,458.53965530503774,554.5505752540193,603.2601569819963,688.2579245570232,529.339076876,654.2582463480067,865.3322926639812,1136.3801784810494,1431.2580442270264
6D,907.5374150819844,1153.6471546709654,1234.265155250032,1486.456219501968,1018.8104435859714,1291.1702024569968,1825.2614098860067,2518.6443342220155,3266.5915575720137
