num_nodi,x1F,x2F,x3F,x4F,10,20,30,40,50
2,0.6666666666666666,0.0,0.6524064171122995,0.6673684210526316,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
3,0.0,0.22790697674418606,0.6666666666666666,0.5203488372093024,0.4266666666666667,0.0,0.0,0.6673618352450469,0.012345679012345678
5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.41965973534971646,0.0,0.32661290322580644,0.6666666666666666,0.0
8,0.6567164179104478,0.6666666666666666,0.030303030303030304,0.0,0.2981366459627329,0.0,0.0,0.6666666666666666,0.0
10,0.0,0.6638830897703549,0.6652763295099061,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.09392265193370165
15,0.0,0.0,0.6666666666666666,0.6652763295099061,0.5869262865090403,0.0,0.6659707724425887,0.0,0.0
