xor_dim,num_nodi,node_size,node_size_label,accuracy,f1,auc_roc,best_val_acc,final_loss,min_loss,loss_stability,convergence_epoch,training_time_s,n_params,error
5,2,5,x1F,0.5,0.6666666666666666,0.5326318359375001,0.5,0.7206034064292908,0.7206034064292908,0.00027489662170410156,,11.650522654992528,57,
5,2,10,x2F,0.5,0.0,0.462421875,0.5,0.7075991630554199,0.7075991630554199,0.00045809149742126465,,10.54826933098957,207,
5,2,15,x3F,0.4921875,0.6524064171122995,0.46088867187500004,0.4953125,0.6949331760406494,0.6949331760406494,0.00019419193267822266,,13.458614909090102,457,
5,2,20,x4F,0.50625,0.6673684210526316,0.533818359375,0.50625,0.7018861770629883,0.7018861770629883,0.0005056858062744141,,16.201317102997564,807,
5,2,10,10,0.5,0.0,0.46363281250000005,0.5,0.7384087443351746,0.7384087443351746,0.0003935694694519043,,11.032384818070568,207,
5,2,20,20,0.5,0.6666666666666666,0.463359375,0.5,0.7100771069526672,0.7100771069526672,0.0009590685367584229,,13.551325942040421,807,
5,2,30,30,0.5,0.0,0.529287109375,0.5,1.0432604551315308,1.0432604551315308,0.00761258602142334,,18.391412984929048,1807,
5,2,40,40,0.5,0.6666666666666666,0.47168945312500005,0.5,1.2638100385665894,1.2638100385665894,0.009650886058807373,,22.59652958693914,3207,
5,2,50,50,0.5,0.6666666666666666,0.47526367187499996,0.5,1.7905666828155518,1.7905666828155518,0.016817748546600342,,26.67541203799192,5007,
5,3,5,x1F,0.5,0.0,0.53611328125,0.5,0.7098634839057922,0.7098634839057922,0.00028446316719055176,,14.077022743993439,85,
5,3,10,x2F,0.48125,0.22790697674418606,0.460986328125,0.4890625,0.6935173869132996,0.6935173869132996,8.934736251831055e-05,,15.07594234496355,310,
5,3,15,x3F,0.5,0.6666666666666666,0.520498046875,0.5,0.7050553560256958,0.7050553560256958,0.0006733834743499756,,16.491137275006622,685,
5,3,20,x4F,0.484375,0.5203488372093024,0.46469726562499997,0.4875,0.6936437487602234,0.6936437487602234,0.00034749507904052734,,18.534534982056357,1210,
5,3,10,10,0.4625,0.4266666666666667,0.46271484375,0.4609375,0.6928972601890564,0.6928972601890564,9.626150131225586e-05,,15.262997562997043,310,
5,3,20,20,0.5,0.0,0.5246630859375,0.5,0.7208217978477478,0.7208217978477478,0.0015716552734375,,18.65543390705716,1210,
