num_nodi,x1F,x2F,x3F,x4F,10,20,30,40,50
2,0.5,0.5,0.4921875,0.50625,0.5,0.5,0.5,0.5,0.5
3,0.5,0.48125,0.5,0.484375,0.4625,0.5,0.5,0.5015625,0.5
5,0.5,0.5,0.5,0.5,0.5203125,0.5,0.478125,0.5,0.5
8,0.496875,0.5,0.5,0.496875,0.4703125,0.5,0.5,0.5,0.5
10,0.5,0.496875,0.4984375,0.5,0.5,0.5,0.5,0.5,0.4875
15,0.5,0.5,0.5,0.4984375,0.5359375,0.5,0.5,0.5,0.5
