xor_dim,x1F,x2F,x3F,x4F,10,20,30,40,50
1D,0.0,0.4186046511627907,0.43902439024390244,0.42857142857142855,0.45,0.6153846153846154,0.8,0.9047619047619048,0.9302325581395349
2D,0.821917808219178,0.821917808219178,0.8421052631578947,0.8205128205128205,0.825,0.7901234567901234,0.7560975609756098,0.7126436781609196,0.6746987951807228
3D,0.0,0.5238095238095238,0.49382716049382713,0.4383561643835616,0.4939759036144578,0.4794520547945205,0.6097560975609756,0.6242774566473989,0.6227544910179641
4D,0.6268656716417911,0.6730769230769231,0.691358024691358,0.6229508196721312,0.6274509803921569,0.6772486772486772,0.6335403726708074,0.6274509803921569,0.6291390728476821
5D,0.38489208633093525,0.6002430133657352,0.28752642706131076,0.582901554404145,0.6002430133657352,0.582901554404145,0.4030131826741996,0.06956521739130435,0.596078431372549
6D,0.4,0.6357868020304569,0.6391875746714456,0.6359676415681393,0.3120260021668472,0.6345431789737171,0.0,0.6666666666666666,0.0
