num_nodi,x1F,x2F,x3F,x4F,10,20,30,40,50
1,29.96137745998567,15.527743274986278,17.113847419968806,19.224572435952723,16.214997053029947,28.657714541011956,30.083467057032976,43.25614712800598,54.559020112035796
2,31.140993288019672,35.338468403031584,34.233660931000486,44.27360973000759,32.98037208797177,42.992009825014975,55.436496409995016,95.45917512499727,130.26236406801036
3,41.83325926604448,46.94993981800508,99.48308295197785,123.69423364900285,115.66371080302633,138.48676288797287,98.36914475198137,125.89450004004175,152.9945349849877
5,91.85187009401852,95.28887229500106,84.49875279597472,94.42037186300149,80.79542975802906,105.7600578260026,138.15642665000632,180.20481288002338,232.96112120401813
8,109.60525445500389,120.84896924300119,134.48391971801175,150.208816458995,128.1134346810286,169.80634592898423,221.19122164795408,288.99333100701915,364.34851932601305
10,136.56570020195795,151.0820858310326,167.99268108099932,187.0894982839818,159.41072399902623,209.02374473499367,276.8740357699571,360.4804155320162,457.9596614589682
15,204.9500553199905,225.69095410598675,250.79692936403444,286.0247135619866,280.4743435460259,311.8043903670041,434.72182057303144,537.7867511769873,728.7980746810208
