xor_dim,num_nodi,node_size,node_size_label,accuracy,f1,auc_roc,best_val_acc,final_loss,min_loss,loss_stability,convergence_epoch,training_time_s,n_params,error
1,15,4,x4F,0.65,0.6956521739130435,0.72,0.65,0.6742817759513855,0.6742817759513855,0.00015017390251159668,,4.402048091986217,286,
1,15,10,10,0.5,0.6666666666666666,0.8999999999999999,0.5,0.6507782340049744,0.6507782340049744,0.0013570785522460938,,4.884106538025662,1546,
1,15,20,20,0.5,0.0,1.0,0.5,0.7030758261680603,0.7030758261680603,0.01626056432723999,,5.98549828492105,6046,
1,15,30,30,0.5,0.6666666666666666,1.0,0.5,0.6803175210952759,0.6803175210952759,0.02270546555519104,,7.668421249021776,13546,
1,15,40,40,0.5,0.6666666666666666,1.0,0.5,0.6990372538566589,0.6990372538566589,0.025544703006744385,,9.89170933002606,24046,
1,15,50,50,0.5,0.0,0.0,0.5,4.8550238609313965,4.8550238609313965,0.20272302627563477,,12.623212361009791,37546,
2,2,2,x1F,0.5,0.6666666666666666,0.559375,0.5,0.6948835253715515,0.6948835253715515,0.00011450052261352539,,1.183653432992287,15,
2,2,4,x2F,0.5,0.6666666666666666,0.43374999999999997,0.5,0.7339054942131042,0.7339054942131042,0.00021383166313171387,,1.188882109010592,39,
2,2,6,x3F,0.5,0.0,0.576875,0.5,0.7351195216178894,0.7351195216178894,0.00042253732681274414,,1.2121220999397337,79,
2,2,8,x4F,0.5,0.0,0.513125,0.5,0.7081881761550903,0.7081881761550903,0.0007714331150054932,,1.2428354180883616,135,
2,2,10,10,0.4875,0.5773195876288659,0.4537500000000001,0.4875,0.713806688785553,0.713806688785553,0.0006530284881591797,,1.2995896260254085,207,
2,2,20,20,0.5,0.0,0.545625,0.5,0.753883421421051,0.753883421421051,0.0017493367195129395,,1.602021871949546,807,
2,2,30,30,0.45,0.5686274509803921,0.569375,0.4625,0.6946677565574646,0.6946677565574646,0.002779364585876465,,2.013844629051164,1807,
2,2,40,40,0.5,0.6666666666666666,0.481875,0.5,1.1873056888580322,1.1873056888580322,0.009749412536621094,,2.7205871399492025,3207,
2,2,50,50,0.5,0.6666666666666666,0.494375,0.5,1.6740264892578125,1.6740264892578125,0.02854841947555542,,3.2851922640111297,5007,
2,3,2,x1F,0.5,0.6666666666666666,0.565625,0.5,0.7023000121116638,0.7023000121116638,0.00013902783393859863,,1.7408878050046042,22,
2,3,4,x2F,0.5,0.0,0.5781249999999999,0.5,0.760327160358429,0.760327160358429,0.0005518496036529541,,1.7725705900229514,58,
2,3,6,x3F,0.5,0.6666666666666666,0.591875,0.5,0.7116385102272034,0.7116385102272034,0.0004455745220184326,,1.8893649199744686,118,
2,3,8,x4F,0.5,0.0,0.598125,0.5,0.7023358345031738,0.7023358345031738,0.0004506707191467285,,1.8784762849099934,202,
2,3,10,10,0.5,0.0,0.6231249999999999,0.5,0.6944348216056824,0.6944348216056824,0.00023421645164489746,,1.9315602359129116,310,
2,3,20,20,0.475,0.6440677966101694,0.61625,0.5,0.69513338804245,0.69513338804245,0.0026650428771972656,,2.398471800959669,1210,
2,3,30,30,0.5,0.0,0.55,0.5,1.415354609489441,1.415354609489441,0.01709049940109253,,3.01729190396145,2710,
2,3,40,40,0.5,0.6666666666666666,0.48062499999999997,0.5,0.8182691931724548,0.8182691931724548,0.0034221112728118896,,3.981920578982681,4810,
2,3,50,50,0.5,0.0,0.51125,0.5,4.933238983154297,4.933238983154297,0.0535740852355957,,4.96095789805986,7510,
2,5,2,x1F,0.5,0.0,0.57625,0.5,0.7095695734024048,0.7095695734024048,0.00020441412925720215,,2.939652453060262,36,
2,5,4,x2F,0.5,0.6666666666666666,0.45250000000000007,0.5,0.7360444068908691,0.7360444068908691,0.0008416473865509033,,2.932450935943052,96,
2,5,6,x3F,0.5125,0.09302325581395349,0.564375,0.5125,0.7257524728775024,0.7257524728775024,0.0011034011840820312,,3.018993195029907,196,
2,5,8,x4F,0.5,0.0,0.5700000000000001,0.5,0.8048820495605469,0.8048820495605469,0.003223627805709839,,3.1775494599714875,336,
2,5,10,10,0.5,0.0,0.5549999999999999,0.5,0.6943838000297546,0.6943838000297546,0.0009481906890869141,,3.2282370240427554,516,
2,5,20,20,0.5375,0.5647058823529412,0.5787500000000001,0.5375,0.6880432963371277,0.6880432963371277,0.001295924186706543,,3.9282868179725483,2016,
2,5,30,30,0.5,0.6666666666666666,0.47437500000000005,0.5,0.8391363024711609,0.8391363024711609,0.010397344827651978,,5.06775376398582,4516,
2,5,40,40,0.5,0.6666666666666666,0.480625,0.5,1.3444792032241821,1.3444792032241821,0.03729653358459473,,6.458190893987194,8016,
2,5,50,50,0.5,0.0,0.5125,0.5,2.1423590183258057,2.1423590183258057,0.04333758354187012,,8.25479037500918,12516,
2,8,2,x1F,0.5,0.6666666666666666,0.879375,0.5,0.6929609775543213,0.6929609775543213,0.00014823675155639648,,4.553232411039062,57,
2,8,4,x2F,0.5,0.6666666666666666,0.44062500000000004,0.5,0.7208547592163086,0.7208547592163086,0.0006428956985473633,,4.7377596059814095,153,
2,8,6,x3F,0.6,0.5897435897435898,0.63125,0.5875,0.6907766461372375,0.6907766461372375,0.00028634071350097656,,4.71733597794082,313,
2,8,8,x4F,0.475,0.6379310344827587,0.45687500000000003,0.4625,0.7016515135765076,0.7016515135765076,0.0016086101531982422,,4.978003551019356,537,
2,8,10,10,0.525,0.09523809523809523,0.49062500000000003,0.525,0.6999570727348328,0.6999570727348328,0.0010467171669006348,,5.020634963060729,825,
2,8,20,20,0.5,0.6666666666666666,0.560625,0.5,0.7051681876182556,0.7051681876182556,0.004411816596984863,,6.377357312012464,3225,
2,8,30,30,0.5,0.0,0.6431250000000001,0.5,0.724238395690918,0.724238395690918,0.009970337152481079,,8.161268981988542,7225,
2,8,40,40,0.6625,0.6086956521739131,0.67375,0.6625,0.6917558908462524,0.6917558908462524,0.008822381496429443,,10.405688315047882,12825,
2,8,50,50,0.5,0.6666666666666666,0.49312500000000004,0.5,2.049938678741455,2.049938678741455,0.040105223655700684,,13.175610077916645,20025,
2,10,2,x1F,0.5,0.6666666666666666,0.451875,0.5,0.6983355283737183,0.6983355283737183,0.00017920136451721191,,5.773346384987235,71,
2,10,4,x2F,0.5,0.0,0.5650000000000001,0.5,0.7317366003990173,0.7317366003990173,0.0011137425899505615,,5.788995705079287,191,
