xor_dim,num_nodi,node_size,node_size_label,accuracy,f1,auc_roc,best_val_acc,final_loss,min_loss,loss_stability,convergence_epoch,training_time_s,n_params,error
4,2,4,x1F,0.5,0.6666666666666666,0.463828125,0.5,0.7109174132347107,0.7109174132347107,0.0003223717212677002,,4.75167925900314,39,
4,2,8,x2F,0.48125,0.6084905660377359,0.46460937500000005,0.4875,0.6997487545013428,0.6997487545013428,0.00016480684280395508,,4.866109799942933,135,
4,2,12,x3F,0.5,0.6666666666666666,0.4626171875,0.5,1.0603487491607666,1.0603487491607666,0.0029199719429016113,,5.306580293923616,295,
4,2,16,x4F,0.5,0.6666666666666666,0.4615625000000001,0.5,0.706318199634552,0.706318199634552,0.00033664703369140625,,5.607644640957005,519,
4,2,10,10,0.5,0.6666666666666666,0.48244140625,0.5,0.6932334303855896,0.6932334303855896,1.1086463928222656e-05,,5.127539303037338,207,
4,2,20,20,0.5,0.0,0.5352343749999999,0.5,0.7817193865776062,0.7817193865776062,0.002186208963394165,,6.258006282965653,807,
4,2,30,30,0.5,0.6666666666666666,0.4655859375,0.5,0.8425731658935547,0.8425731658935547,0.0044405460357666016,,7.980849747080356,1807,
4,2,40,40,0.5,0.0,0.5340625,0.5,0.7727651000022888,0.7727651000022888,0.0017394721508026123,,10.24271529901307,3207,
4,2,50,50,0.509375,0.16042780748663102,0.5269531249999999,0.509375,0.7433897256851196,0.7433897256851196,0.004280835390090942,,12.945991875953041,5007,
4,3,4,x1F,0.5,0.6666666666666666,0.4612109375,0.5,0.6973612904548645,0.6973612904548645,0.00011539459228515625,,7.041975263971835,58,
4,3,8,x2F,0.4625,0.49707602339181284,0.46328125,0.4625,0.6980748772621155,0.6979995965957642,3.764033317565918e-05,,7.426377056050114,202,
4,3,12,x3F,0.528125,0.5519287833827893,0.5317578125,0.528125,0.6930897831916809,0.6930691599845886,1.0311603546142578e-05,,7.979391562985256,442,
4,3,16,x4F,0.490625,0.6320541760722348,0.45984375,0.49375,0.6972272992134094,0.6972272992134094,0.000408172607421875,,8.55626729305368,778,
4,3,10,10,0.5,0.6666666666666666,0.47343750000000007,0.5,0.7465577125549316,0.7465577125549316,0.0009165704250335693,,7.719374731066637,310,
4,3,20,20,0.5,0.0,0.5347265625,0.5,1.1298903226852417,1.1298903226852417,0.007085859775543213,,9.494015482952818,1210,
4,3,30,30,0.5,0.6666666666666666,0.46640625,0.5,2.3008265495300293,2.3008265495300293,0.016449570655822754,,11.85551815899089,2710,
4,3,40,40,0.5,0.6666666666666666,0.46464843749999996,0.5,1.1930547952651978,1.1930547952651978,0.013613104820251465,,15.406632608966902,4810,
4,3,50,50,0.5,0.0,0.5233203125,0.5,0.766252875328064,0.766252875328064,0.008790940046310425,,19.766882037045434,7510,
4,5,4,x1F,0.5,0.0,0.534296875,0.5,0.7587661743164062,0.7587661743164062,0.000787883996963501,,11.99523084005341,96,
4,5,8,x2F,0.5,0.6666666666666666,0.46320312500000005,0.5,0.804783284664154,0.804783284664154,0.0013092756271362305,,12.472548430087045,336,
4,5,12,x3F,0.5,0.6666666666666666,0.463203125,0.5,0.7841286659240723,0.7841286659240723,0.0018036067485809326,,13.45780210592784,736,
4,5,16,x4F,0.5,0.6666666666666666,0.46216796875,0.5,0.9613033533096313,0.9613033533096313,0.004170596599578857,,14.459101582993753,1296,
4,5,10,10,0.5,0.0,0.46941406250000006,0.5,0.6959652900695801,0.6959652900695801,0.0002519190311431885,,13.095522993942723,516,
4,5,20,20,0.4875,0.05747126436781609,0.53734375,0.484375,0.7146134376525879,0.7146134376525879,0.001547783613204956,,15.80392912903335,2016,
4,5,30,30,0.5,0.6666666666666666,0.46765625,0.5,0.8328208923339844,0.8328208923339844,0.006376743316650391,,19.794762814999558,4516,
4,5,40,40,0.5,0.6666666666666666,0.4655859375,0.5,2.5477397441864014,2.5477397441864014,0.02440357208251953,,25.741210906067863,8016,
4,5,50,50,0.5,0.6666666666666666,0.4715625,0.5,1.764420747756958,1.764420747756958,0.027675986289978027,,32.581255155964755,12516,
4,8,4,x1F,0.5,0.0,0.534453125,0.5,0.6960611343383789,0.6960611343383789,0.00016999244689941406,,18.821712699951604,153,
4,8,8,x2F,0.5,0.0,0.53197265625,0.5,0.729034960269928,0.729034960269928,0.0014782547950744629,,19.830285486066714,537,
4,8,12,x3F,0.5,0.6666666666666666,0.46230468750000003,0.5,0.7423095703125,0.7423095703125,0.0022246837615966797,,21.026726167066954,1177,
4,8,16,x4F,0.496875,0.0,0.5361328125,0.496875,0.7171163558959961,0.7171163558959961,0.0016174912452697754,,23.150765690021217,2073,
4,8,10,10,0.5,0.6666666666666666,0.472421875,0.5,0.7127688527107239,0.7127688527107239,0.001095592975616455,,20.776606062077917,825,
4,8,20,20,0.5,0.6666666666666666,0.4649609375,0.5,1.2542897462844849,1.2542897462844849,0.01300746202468872,,24.718576170969754,3225,
4,8,30,30,0.5,0.0,0.5321874999999999,0.5,1.808480143547058,1.808480143547058,0.02042365074157715,,31.472770919906907,7225,
4,8,40,40,0.5,0.6666666666666666,0.4664453125,0.5,1.7888349294662476,1.7888349294662476,0.03595685958862305,,40.58704926108476,12825,
4,8,50,50,0.496875,0.17435897435897435,0.4512109375000001,0.49375,0.6940069198608398,0.6940069198608398,0.002525031566619873,,51.661846013972536,20025,
4,10,4,x1F,0.50625,0.13186813186813187,0.5354296875,0.496875,0.6942474246025085,0.6942474246025085,0.00017154216766357422,,23.185817602090538,191,
4,10,8,x2F,0.5,0.6666666666666666,0.46207031249999997,0.5,0.7617455720901489,0.7617455720901489,0.0021134018898010254,,24.608707715990022,671,
4,10,12,x3F,0.5,0.6666666666666666,0.46328125,0.5,0.8138908743858337,0.8138908743858337,0.0036306381225585938,,26.159257291001268,1471,
4,10,16,x4F,0.50625,0.18556701030927836,0.46421875,0.50625,0.6954249143600464,0.6954249143600464,0.0005189180374145508,,28.300426492933184,2591,
4,10,10,10,0.5,0.0,0.5265234375000001,0.5,0.7733272910118103,0.7733272910118103,0.00231894850730896,,25.233404800063,1031,
4,10,20,20,0.5,0.6666666666666666,0.46417968750000005,0.5,0.9957786798477173,0.9957786798477173,0.01065683364868164,,31.545558630954474,4031,
4,10,30,30,0.5,0.0,0.5348828125,0.5,0.7907828688621521,0.7907828688621521,0.010433197021484375,,39.594397209002636,9031,
4,10,40,40,0.5,0.0,0.5334375,0.5,1.5155532360076904,1.5155532360076904,0.024432122707366943,,51.24014649388846,16031,
4,10,50,50,0.5,0.0,0.52671875,0.5,2.116689443588257,2.116689443588257,0.047286152839660645,,64.76056371303275,25031,
4,15,4,x1F,0.5,0.6666666666666666,0.4631640625,0.5,0.7090460062026978,0.7090460062026978,0.0005721151828765869,,34.707167770015076,286,
4,15,8,x2F,0.5,0.6666666666666666,0.46203125,0.5,0.7023304104804993,0.7023304104804993,0.0010366439819335938,,36.6879362789914,1006,
4,15,12,x3F,0.5,0.6666666666666666,0.46246093749999995,0.5,0.7134878039360046,0.7134878039360046,0.0021505355834960938,,39.273185533005744,2206,
4,15,16,x4F,0.5,0.0,0.533203125,0.5,0.7491552233695984,0.7491552233695984,0.00483366847038269,,42.4786451960681,3886,
4,15,10,10,0.496875,0.5306122448979592,0.5246093749999999,0.515625,0.6929453015327454,0.692915141582489,1.5079975128173828e-05,,38.0748980299104,1546,
4,15,20,20,0.5,0.0,0.5336328125,0.5,0.927825927734375,0.927825927734375,0.012884438037872314,,46.69294340896886,6046,
4,15,30,30,0.4375,0.46745562130177515,0.4457421875,0.5,0.6957473754882812,0.6957473754882812,0.0034905076026916504,,60.07197276002262,13546,
4,15,40,40,0.5,0.6666666666666666,0.46531249999999996,0.5,1.1052442789077759,1.1052442789077759,0.02943265438079834,,76.5376133969985,24046,
4,15,50,50,0.5,0.6666666666666666,0.47234375,0.5,0.7938728332519531,0.7938728332519531,0.024033546447753906,,101.55124002601951,37546,
