num_nodi,x1F,x2F,x3F,x4F,10,20,30,40,50
2,0.49375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5,0.5,0.5,0.5,0.525,0.5,0.5,0.5,0.5,0.5
8,0.5,0.51875,0.46875,0.5,0.5,0.5,0.49375,0.5,0.5
10,0.525,0.5,0.5,0.49375,0.5125,0.5,0.5,0.5,0.5
15,0.5,0.49375,0.5,0.5375,0.5,0.5,0.49375,0.49375,0.5
