dataset,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
2D,FullIsingModule,0.6875,0.0000,0.7143,0.0000,0.6250,0.0000,0.6667,0.0000,0.7188,0.0000
2D,ModularNetwork,0.8750,0.0000,0.8750,0.0000,0.8750,0.0000,0.8750,0.0000,0.9844,0.0000
