num_nodi,x1F,x2F,x3F,x4F,10,20,30,40,50
1,0.5800000000000001,0.49,0.47,0.44999999999999996,0.53,0.56,0.54,0.5800000000000001,0.6699999999999999
2,0.5800000000000001,0.64,0.7,0.73,0.56,0.8,0.53,0.87,0.96
3,0.5700000000000001,0.53,0.81,0.8,0.7899999999999999,0.66,0.78,0.8700000000000001,1.0
5,0.61,0.73,0.8200000000000001,0.72,0.6599999999999999,0.73,0.8500000000000001,0.9,1.0
8,0.61,0.82,0.6799999999999999,0.78,0.67,0.83,0.79,0.92,0.99
10,0.63,0.7300000000000001,0.75,0.74,0.64,0.8099999999999999,0.8000000000000002,0.91,1.0
15,0.61,0.78,0.79,0.8300000000000001,0.5900000000000001,0.79,0.8500000000000001,0.9500000000000001,1.0
